"altura_tot","diametro","inclinacio","origen","barrio","comuna","fres_am"
11,31,0,"Exótico","SAN CRISTOBAL",3,"si"
7,24,0,"Exótico","CABALLITO",6,"si"
5,32,0,"Exótico","MATADEROS",9,"no"
10,48,0,"Exótico","ALMAGRO",5,"si"
9,37,0,"Exótico","VILLA SANTA RITA",11,"no"
7,10,0,"Exótico","BALVANERA",3,"no"
5,22,20,"Exótico","VILLA DEVOTO",11,"no"
5,27,0,"Exótico","VILLA DEVOTO",11,"no"
3,8,0,"Exótico","MATADEROS",9,"no"
9,32,0,"Exótico","VELEZ SARSFIELD",10,"no"
18,40,10,"Nativo/Autóctono","VILLA LURO",10,"no"
7,32,0,"Exótico","SAN CRISTOBAL",3,"si"
13,31,7,"Exótico","ALMAGRO",5,"si"
9,45,19,"Exótico","VILLA GRAL. MITRE",11,"no"
7,35,0,"Exótico","PARQUE AVELLANEDA",9,"si"
6,24,4,"Exótico","SAAVEDRA",12,"no"
7,25,0,"Exótico","VILLA DEVOTO",11,"no"
3,9,10,"Nativo/Autóctono","SAN TELMO",1,"no"
2,18,0,"Exótico","CHACARITA",15,"si"
9,36,15,"Exótico","PARQUE CHAS",15,"si"
10,25,0,"Exótico","ALMAGRO",5,"si"
6,28,0,"Exótico","BOCA",4,"no"
3,21,0,"Exótico","BALVANERA",3,"no"
7,7,0,"Exótico","VILLA GRAL. MITRE",11,"si"
12,52,0,"Exótico","PALERMO",14,"no"
9,30,0,"Exótico","MONTE CASTRO",10,"si"
5,22,0,"Exótico","MONTE CASTRO",10,"si"
8,16,10,"Exótico","CABALLITO",6,"si"
10,50,18,"Exótico","NUÑEZ",13,"no"
14,31,0,"Exótico","VILLA PUEYRREDON",12,"si"
3,8,0,"Exótico","PARQUE AVELLANEDA",9,"no"
9,30,0,"Exótico","CABALLITO",6,"si"
14,51,0,"Exótico","BOCA",4,"no"
12,62,15,"Exótico","PARQUE CHACABUCO",7,"no"
21,83,10,"Exótico","PALERMO",14,"no"
11,23,23,"Exótico","SAN CRISTOBAL",3,"si"
10,34,0,"Exótico","VILLA DEL PARQUE",11,"si"
15,53,23,"Nativo/Autóctono","CABALLITO",6,"no"
7,8,5,"Exótico","VILLA SANTA RITA",11,"no"
6,31,8,"Exótico","VILLA RIACHUELO",8,"no"
7,29,9,"Exótico","VILLA REAL",10,"si"
4,22,13,"Exótico","VILLA LURO",10,"si"
3,13,0,"Exótico","VILLA LUGANO",8,"no"
16,62,0,"Exótico","MONTE CASTRO",10,"no"
12,49,15,"Exótico","CONSTITUCION",1,"si"
6,9,0,"Exótico","PALERMO",14,"si"
8,29,0,"Exótico","VILLA LUGANO",8,"no"
8,26,10,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
14,74,0,"Exótico","PARQUE AVELLANEDA",9,"no"
12,56,0,"Exótico","MATADEROS",9,"si"
25,46,0,"Exótico","ALMAGRO",5,"no"
12,85,5,"Exótico","VILLA URQUIZA",12,"no"
7,23,13,"Exótico","VILLA RIACHUELO",8,"si"
5,40,20,"Exótico","VILLA LUGANO",8,"si"
6,15,0,"Exótico","COLEGIALES",13,"si"
8,34,0,"Exótico","CABALLITO",6,"no"
5,4,0,"Exótico","SAN TELMO",1,"no"
14,48,0,"Exótico","PARQUE PATRICIOS",4,"si"
8,30,0,"Exótico","BELGRANO",13,"no"
5,25,0,"No Determinado","MATADEROS",9,"no"
11,32,5,"Exótico","BELGRANO",13,"si"
5,22,4,"Exótico","PARQUE AVELLANEDA",9,"no"
7,28,0,"Exótico","MONTE CASTRO",10,"si"
6,25,0,"Exótico","VILLA LUGANO",8,"no"
7,15,0,"Exótico","SAN CRISTOBAL",3,"no"
17,39,13,"Exótico","NUÑEZ",13,"no"
4,30,0,"Exótico","PUERTO MADERO",1,"no"
10,30,0,"Exótico","PARQUE CHACABUCO",7,"si"
6,16,11,"Exótico","VILLA DEL PARQUE",11,"si"
18,82,0,"Exótico","VILLA PUEYRREDON",12,"no"
4,21,0,"Exótico","MATADEROS",9,"no"
9,60,0,"Exótico","FLORES",7,"no"
5,33,0,"Exótico","PARQUE PATRICIOS",4,"si"
18,41,0,"Nativo/Autóctono","BELGRANO",13,"no"
15,81,0,"Exótico","FLORES",7,"no"
4,4,0,"Exótico","BARRACAS",4,"no"
7,47,0,"Exótico","PARQUE CHACABUCO",7,"no"
9,58,0,"Exótico","PALERMO",14,"si"
9,19,6,"No Determinado","NUEVA POMPEYA",4,"no"
11,24,12,"Exótico","VILLA SANTA RITA",11,"no"
13,77,0,"Exótico","VILLA SANTA RITA",11,"no"
9,47,0,"No Determinado","NUÑEZ",13,"no"
3,9,9,"Exótico","SAN CRISTOBAL",3,"no"
8,30,0,"Exótico","SAN TELMO",1,"no"
15,46,12,"Exótico","PALERMO",14,"si"
12,64,0,"Exótico","AGRONOMIA",15,"si"
20,60,0,"Exótico","BOEDO",5,"no"
21,88,0,"Exótico","NUÑEZ",13,"no"
8,22,0,"Exótico","ALMAGRO",5,"si"
3,20,0,"Exótico","VILLA DEL PARQUE",11,"no"
22,57,9,"Exótico","FLORES",7,"no"
7,39,9,"Exótico","VILLA RIACHUELO",8,"si"
12,56,10,"Exótico","VELEZ SARSFIELD",10,"no"
8,26,0,"Exótico","COGHLAN",12,"si"
6,25,30,"Exótico","LINIERS",9,"no"
11,66,0,"Exótico","NUEVA POMPEYA",4,"no"
2,2,0,"Exótico","PALERMO",14,"no"
5,30,0,"Exótico","VILLA PUEYRREDON",12,"no"
5,13,11,"Exótico","BALVANERA",3,"si"
19,90,0,"Exótico","PARQUE AVELLANEDA",9,"no"
3,16,0,"Exótico","VELEZ SARSFIELD",10,"no"
2,4,0,"Exótico","VILLA URQUIZA",12,"si"
6,15,0,"Exótico","PALERMO",14,"no"
12,50,0,"Exótico","BELGRANO",13,"no"
5,7,10,"Exótico","CHACARITA",15,"si"
12,90,0,"Exótico","VELEZ SARSFIELD",10,"no"
2,10,0,"Exótico","VILLA SOLDATI",8,"no"
3,9,0,"Exótico","VILLA SOLDATI",8,"no"
11,19,0,"Exótico","PARQUE CHACABUCO",7,"si"
24,63,0,"Nativo/Autóctono","BELGRANO",13,"no"
4,7,0,"Exótico","RETIRO",1,"no"
9,22,0,"Exótico","VERSALLES",10,"si"
7,22,0,"Exótico","VILLA PUEYRREDON",12,"no"
5,19,10,"Nativo/Autóctono","PUERTO MADERO",1,"no"
6,26,0,"Exótico","VILLA CRESPO",15,"no"
5,70,0,"Nativo/Autóctono","VILLA LURO",10,"no"
11,20,0,"Exótico","BOCA",4,"si"
12,36,0,"Exótico","PALERMO",14,"si"
4,8,0,"Exótico","LINIERS",9,"no"
5,65,0,"Exótico","PARQUE PATRICIOS",4,"no"
13,41,0,"Nativo/Autóctono","PALERMO",14,"no"
8,22,0,"Exótico","BARRACAS",4,"si"
11,59,6,"Exótico","VILLA URQUIZA",12,"si"
14,35,0,"Exótico","COLEGIALES",13,"si"
6,45,0,"Exótico","VILLA CRESPO",15,"no"
14,71,0,"Exótico","SAAVEDRA",12,"no"
9,32,8,"Exótico","VELEZ SARSFIELD",10,"si"
6,8,0,"Exótico","RECOLETA",2,"si"
6,11,0,"Exótico","LINIERS",9,"si"
11,60,5,"Exótico","MATADEROS",9,"no"
7,37,0,"Exótico","MATADEROS",9,"si"
7,11,0,"Exótico","MONTE CASTRO",10,"si"
3,17,0,"Exótico","VILLA URQUIZA",12,"no"
10,44,15,"Exótico","NUÑEZ",13,"no"
5,12,0,"Exótico","BELGRANO",13,"no"
16,65,0,"Exótico","BELGRANO",13,"no"
7,23,0,"Exótico","MATADEROS",9,"si"
4,31,0,"Exótico","PARQUE CHACABUCO",7,"no"
12,36,0,"Exótico","VILLA DEVOTO",11,"si"
5,10,0,"Exótico","VILLA DEVOTO",11,"no"
6,25,0,"Exótico","ALMAGRO",5,"si"
3,12,0,"Exótico","VILLA GRAL. MITRE",11,"no"
9,20,10,"Exótico","CONSTITUCION",1,"si"
4,32,5,"Exótico","VILLA LURO",10,"no"
10,54,0,"Exótico","VILLA DEL PARQUE",11,"no"
13,23,0,"Exótico","PALERMO",14,"si"
10,30,6,"Exótico","VELEZ SARSFIELD",10,"si"
3,65,0,"Nativo/Autóctono","VILLA DEL PARQUE",11,"no"
2,3,0,"No Determinado","ALMAGRO",5,"no"
9,20,0,"Exótico","VILLA LUGANO",8,"si"
8,15,0,"Exótico","ALMAGRO",5,"si"
16,46,0,"Exótico","BELGRANO",13,"no"
9,25,6,"Exótico","MATADEROS",9,"si"
10,46,0,"Exótico","PARQUE AVELLANEDA",9,"si"
14,65,0,"Exótico","PARQUE AVELLANEDA",9,"no"
25,60,0,"Exótico","PALERMO",14,"no"
4,59,0,"Exótico","VILLA LUGANO",8,"no"
5,43,0,"Exótico","MATADEROS",9,"no"
8,23,0,"Exótico","MONTE CASTRO",10,"si"
2,5,0,"Exótico","VILLA PUEYRREDON",12,"no"
12,57,0,"Exótico","NUÑEZ",13,"si"
6,31,0,"Exótico","VILLA SANTA RITA",11,"si"
9,38,0,"Exótico","MATADEROS",9,"no"
23,45,0,"Nativo/Autóctono","PALERMO",14,"no"
16,56,0,"Exótico","FLORES",7,"no"
6,15,0,"Exótico","BALVANERA",3,"no"
16,62,0,"Exótico","BOEDO",5,"no"
6,15,18,"Exótico","BALVANERA",3,"si"
14,41,0,"Exótico","VILLA GRAL. MITRE",11,"si"
9,48,0,"Exótico","VILLA DEVOTO",11,"no"
11,43,0,"Exótico","PALERMO",14,"no"
7,29,5,"Exótico","VELEZ SARSFIELD",10,"no"
12,38,6,"Exótico","VILLA URQUIZA",12,"si"
5,16,0,"Exótico","AGRONOMIA",15,"no"
7,15,5,"Exótico","COGHLAN",12,"si"
6,22,0,"Exótico","PARQUE AVELLANEDA",9,"si"
8,64,0,"Exótico","VILLA LURO",10,"no"
16,40,10,"Nativo/Autóctono","SAN CRISTOBAL",3,"no"
5,8,24,"Nativo/Autóctono","FLORES",7,"no"
10,23,8,"Exótico","FLORESTA",10,"no"
7,37,0,"Exótico","PALERMO",14,"si"
6,53,0,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
8,34,0,"Exótico","VELEZ SARSFIELD",10,"si"
11,52,0,"Exótico","PARQUE AVELLANEDA",9,"no"
3,30,10,"Exótico","VILLA URQUIZA",12,"no"
25,42,0,"Exótico","BELGRANO",13,"no"
3,24,0,"Exótico","VILLA LUGANO",8,"no"
8,28,0,"Exótico","BARRACAS",4,"si"
5,19,0,"Exótico","COLEGIALES",13,"no"
5,47,0,"Exótico","LINIERS",9,"no"
2,18,0,"Exótico","VILLA LUGANO",8,"no"
5,10,0,"Exótico","LINIERS",9,"no"
24,60,0,"Exótico","FLORES",7,"no"
9,57,10,"Exótico","LINIERS",9,"si"
8,20,0,"Exótico","AGRONOMIA",15,"si"
6,22,0,"Exótico","PARQUE CHACABUCO",7,"no"
9,43,21,"Exótico","CABALLITO",6,"no"
8,44,24,"Exótico","BELGRANO",13,"no"
7,18,0,"Exótico","BELGRANO",13,"no"
19,52,10,"Nativo/Autóctono","RECOLETA",2,"no"
4,20,0,"Exótico","VILLA REAL",10,"no"
8,28,0,"Exótico","VELEZ SARSFIELD",10,"no"
6,17,0,"Exótico","LINIERS",9,"si"
17,32,12,"Exótico","COLEGIALES",13,"si"
4,16,0,"Nativo/Autóctono","PALERMO",14,"no"
7,25,0,"Exótico","CABALLITO",6,"si"
9,30,12,"Exótico","VILLA GRAL. MITRE",11,"si"
6,15,0,"Exótico","BARRACAS",4,"si"
7,13,0,"Exótico","BOCA",4,"no"
10,40,35,"Exótico","BOCA",4,"si"
8,14,0,"Exótico","CABALLITO",6,"si"
6,10,10,"Exótico","SAN NICOLAS",1,"si"
11,36,0,"Exótico","BELGRANO",13,"no"
11,42,0,"Exótico","VILLA PUEYRREDON",12,"no"
11,33,0,"Exótico","PALERMO",14,"si"
7,36,0,"Exótico","VILLA SOLDATI",8,"no"
9,43,0,"Exótico","ALMAGRO",5,"si"
8,58,0,"Exótico","CABALLITO",6,"no"
8,34,10,"Exótico","VILLA SOLDATI",8,"si"
6,16,0,"Exótico","PARQUE AVELLANEDA",9,"si"
4,9,0,"Nativo/Autóctono","FLORES",7,"no"
7,17,8,"Exótico","CONSTITUCION",1,"si"
2,5,0,"Exótico","MATADEROS",9,"no"
4,15,0,"Exótico","SAN TELMO",1,"no"
14,28,0,"Exótico","FLORES",7,"no"
12,48,0,"Exótico","BOCA",4,"si"
6,25,0,"Exótico","MATADEROS",9,"no"
4,25,0,"Exótico","BARRACAS",4,"si"
3,12,0,"Exótico","MONTE CASTRO",10,"no"
12,71,0,"Exótico","NUEVA POMPEYA",4,"si"
12,65,0,"Exótico","BOEDO",5,"no"
12,59,0,"Exótico","NUEVA POMPEYA",4,"si"
10,35,0,"Exótico","BARRACAS",4,"si"
9,30,0,"Exótico","VILLA DEL PARQUE",11,"no"
7,10,10,"Exótico","BALVANERA",3,"no"
7,10,0,"Exótico","SAN CRISTOBAL",3,"si"
9,42,0,"Exótico","VILLA CRESPO",15,"si"
11,54,0,"Exótico","VILLA DEVOTO",11,"no"
9,33,0,"Exótico","BOCA",4,"no"
7,25,0,"Exótico","MATADEROS",9,"si"
9,78,9,"Exótico","VILLA URQUIZA",12,"no"
7,19,0,"Exótico","VILLA DEL PARQUE",11,"si"
6,37,0,"Exótico","VILLA RIACHUELO",8,"no"
7,18,0,"Exótico","CONSTITUCION",1,"si"
15,75,0,"Exótico","LINIERS",9,"no"
20,50,0,"Exótico","RETIRO",1,"no"
5,16,6,"Exótico","VILLA URQUIZA",12,"no"
12,44,0,"Exótico","RECOLETA",2,"si"
12,33,10,"Exótico","CONSTITUCION",1,"si"
10,45,0,"Exótico","BARRACAS",4,"no"
7,24,5,"Exótico","PALERMO",14,"si"
6,45,10,"Exótico","SAAVEDRA",12,"no"
5,17,0,"Exótico","PUERTO MADERO",1,"no"
3,24,0,"Exótico","VILLA URQUIZA",12,"no"
6,28,0,"Exótico","LINIERS",9,"si"
10,42,0,"Exótico","VILLA DEL PARQUE",11,"no"
6,32,0,"Exótico","BALVANERA",3,"no"
8,18,0,"Exótico","BALVANERA",3,"si"
12,27,0,"Exótico","BELGRANO",13,"no"
23,83,0,"Nativo/Autóctono","BELGRANO",13,"no"
8,22,0,"Exótico","VILLA CRESPO",15,"si"
3,7,0,"Exótico","VILLA RIACHUELO",8,"no"
4,13,0,"Exótico","VILLA URQUIZA",12,"no"
3,30,10,"Exótico","PARQUE CHACABUCO",7,"no"
20,50,0,"Exótico","ALMAGRO",5,"no"
30,76,7,"Exótico","SAAVEDRA",12,"no"
5,28,12,"Exótico","MATADEROS",9,"no"
5,10,10,"Exótico","VILLA SOLDATI",8,"no"
4,11,0,"Exótico","VILLA LUGANO",8,"no"
3,24,0,"Exótico","SAAVEDRA",12,"no"
11,33,0,"No Determinado","NUEVA POMPEYA",4,"no"
20,75,0,"Exótico","RECOLETA",2,"no"
12,63,0,"Exótico","VILLA CRESPO",15,"no"
13,54,10,"Exótico","VILLA DEVOTO",11,"si"
4,15,0,"Exótico","CABALLITO",6,"no"
9,53,0,"Exótico","PARQUE CHAS",15,"no"
4,30,0,"Exótico","VILLA DEL PARQUE",11,"no"
2,4,0,"No Determinado","NUEVA POMPEYA",4,"no"
5,14,0,"Exótico","SAN CRISTOBAL",3,"no"
8,22,10,"Exótico","BARRACAS",4,"si"
5,7,9,"Exótico","VELEZ SARSFIELD",10,"no"
5,20,0,"Exótico","FLORES",7,"no"
10,39,0,"Exótico","VILLA LUGANO",8,"si"
5,25,0,"Exótico","FLORES",7,"no"
10,28,0,"Exótico","SAN TELMO",1,"si"
7,35,0,"Exótico","PARQUE AVELLANEDA",9,"no"
10,45,0,"Exótico","VILLA URQUIZA",12,"si"
7,41,0,"Exótico","VELEZ SARSFIELD",10,"no"
7,58,0,"Exótico","PALERMO",14,"no"
9,59,2,"Exótico","FLORESTA",10,"no"
13,97,0,"Exótico","VILLA LUGANO",8,"no"
9,32,0,"Exótico","NUÑEZ",13,"no"
3,5,0,"Exótico","CONSTITUCION",1,"no"
6,21,0,"Exótico","NUEVA POMPEYA",4,"si"
10,76,0,"Exótico","VILLA SANTA RITA",11,"no"
5,16,20,"Exótico","VILLA LUGANO",8,"no"
10,28,0,"Exótico","CONSTITUCION",1,"si"
8,14,0,"Exótico","BELGRANO",13,"no"
11,49,7,"Exótico","CONSTITUCION",1,"no"
16,33,0,"Exótico","VILLA CRESPO",15,"si"
15,50,0,"Exótico","VERSALLES",10,"no"
6,30,0,"Exótico","VILLA ORTUZAR",15,"si"
4,16,0,"Exótico","VILLA LUGANO",8,"no"
9,36,35,"Nativo/Autóctono","PARQUE AVELLANEDA",9,"no"
11,75,0,"Nativo/Autóctono","PARQUE CHAS",15,"no"
4,8,5,"Exótico","COGHLAN",12,"no"
11,45,26,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
8,28,0,"Exótico","BARRACAS",4,"si"
8,23,3,"Exótico","SAAVEDRA",12,"si"
17,55,0,"Exótico","VILLA DEL PARQUE",11,"no"
8,32,0,"Exótico","BOCA",4,"si"
15,88,0,"Exótico","VILLA CRESPO",15,"no"
7,22,0,"Exótico","VERSALLES",10,"si"
15,28,10,"Exótico","BELGRANO",13,"si"
23,60,0,"Exótico","VILLA PUEYRREDON",12,"no"
4,14,0,"Exótico","BELGRANO",13,"si"
1,18,6,"Exótico","VILLA ORTUZAR",15,"si"
5,22,0,"Exótico","BELGRANO",13,"si"
19,96,8,"Exótico","VILLA LURO",10,"no"
9,20,0,"Exótico","VILLA PUEYRREDON",12,"no"
7,15,0,"Exótico","CONSTITUCION",1,"si"
10,32,15,"Exótico","FLORES",7,"si"
8,30,11,"Exótico","RECOLETA",2,"si"
3,6,45,"Exótico","FLORESTA",10,"si"
12,76,0,"Exótico","PATERNAL",15,"no"
3,7,0,"Exótico","FLORES",7,"no"
6,20,15,"Nativo/Autóctono","SAN CRISTOBAL",3,"no"
10,37,0,"Exótico","VILLA REAL",10,"si"
8,26,0,"Exótico","FLORES",7,"si"
11,35,0,"Exótico","MATADEROS",9,"si"
5,10,0,"Exótico","BELGRANO",13,"no"
10,16,0,"Exótico","PUERTO MADERO",1,"no"
4,25,10,"Exótico","VILLA DEVOTO",11,"no"
9,74,0,"Exótico","VELEZ SARSFIELD",10,"no"
15,50,10,"Exótico","CABALLITO",6,"si"
3,4,0,"Exótico","SAAVEDRA",12,"si"
6,32,0,"Exótico","MATADEROS",9,"no"
6,12,0,"Exótico","VILLA RIACHUELO",8,"no"
18,56,5,"Exótico","VILLA LURO",10,"no"
9,17,0,"Exótico","BELGRANO",13,"si"
2,32,0,"Exótico","NUEVA POMPEYA",4,"no"
9,9,0,"Exótico","NUÑEZ",13,"si"
5,13,20,"Exótico","AGRONOMIA",15,"no"
9,90,15,"Exótico","CABALLITO",6,"no"
6,10,0,"Exótico","PARQUE CHACABUCO",7,"si"
5,19,0,"Exótico","VILLA RIACHUELO",8,"no"
14,44,3,"Exótico","VILLA LURO",10,"si"
3,16,0,"Exótico","FLORESTA",10,"no"
7,8,0,"Exótico","BELGRANO",13,"si"
2,3,5,"Exótico","SAN NICOLAS",1,"no"
12,56,0,"Exótico","FLORES",7,"no"
8,12,0,"Exótico","PUERTO MADERO",1,"no"
6,15,0,"Exótico","RECOLETA",2,"si"
9,20,0,"Exótico","PARQUE CHACABUCO",7,"no"
15,38,11,"Exótico","CABALLITO",6,"no"
11,26,0,"Exótico","PALERMO",14,"si"
9,55,0,"Exótico","VILLA LURO",10,"no"
3,7,0,"Exótico","VILLA URQUIZA",12,"si"
5,23,0,"Exótico","MATADEROS",9,"no"
11,29,0,"Exótico","PARQUE AVELLANEDA",9,"no"
2,13,0,"Exótico","VILLA DEVOTO",11,"no"
12,20,14,"Exótico","RECOLETA",2,"si"
12,38,0,"Exótico","SAN CRISTOBAL",3,"no"
5,17,0,"Exótico","VILLA DEVOTO",11,"no"
10,68,9,"Exótico","VILLA DEL PARQUE",11,"no"
14,60,0,"Exótico","AGRONOMIA",15,"no"
8,47,0,"No Determinado","VILLA PUEYRREDON",12,"no"
13,44,0,"Nativo/Autóctono","BELGRANO",13,"no"
5,20,0,"Exótico","SAAVEDRA",12,"no"
7,23,0,"Exótico","MATADEROS",9,"si"
7,25,35,"Exótico","BELGRANO",13,"si"
24,37,0,"Exótico","ALMAGRO",5,"no"
15,65,0,"Exótico","VILLA DEVOTO",11,"no"
11,32,12,"Exótico","PALERMO",14,"si"
12,24,11,"Exótico","SAN CRISTOBAL",3,"si"
6,35,14,"Exótico","MATADEROS",9,"no"
2,0,0,"Exótico","FLORES",7,"si"
16,70,0,"Exótico","PARQUE AVELLANEDA",9,"no"
6,18,9,"Nativo/Autóctono","VILLA RIACHUELO",8,"no"
6,45,0,"Exótico","MATADEROS",9,"si"
6,17,0,"Exótico","CONSTITUCION",1,"si"
8,25,0,"Exótico","VILLA DEVOTO",11,"no"
24,49,13,"Exótico","RECOLETA",2,"no"
60,20,0,"Exótico","CABALLITO",6,"si"
4,12,0,"Exótico","FLORES",7,"no"
4,18,0,"Exótico","FLORES",7,"no"
3,21,0,"Exótico","MATADEROS",9,"no"
9,61,0,"Exótico","BARRACAS",4,"si"
9,31,0,"Exótico","CABALLITO",6,"si"
1,3,0,"Exótico","BALVANERA",3,"si"
11,23,9,"Exótico","SAN CRISTOBAL",3,"si"
5,11,25,"Nativo/Autóctono","PALERMO",14,"no"
12,68,15,"Exótico","BOEDO",5,"no"
6,8,0,"Exótico","VILLA CRESPO",15,"no"
12,52,0,"Exótico","BARRACAS",4,"si"
12,50,0,"Exótico","VELEZ SARSFIELD",10,"no"
2,3,0,"Exótico","VILLA CRESPO",15,"no"
9,28,0,"Exótico","PARQUE PATRICIOS",4,"si"
16,51,0,"Exótico","FLORES",7,"si"
12,36,0,"Exótico","CABALLITO",6,"si"
7,11,7,"Exótico","ALMAGRO",5,"no"
7,20,0,"Exótico","CABALLITO",6,"si"
8,28,0,"Exótico","VILLA DEL PARQUE",11,"si"
3,22,0,"Exótico","LINIERS",9,"no"
2,7,0,"Exótico","ALMAGRO",5,"no"
4,17,0,"Exótico","MATADEROS",9,"no"
12,34,0,"Nativo/Autóctono","COLEGIALES",13,"no"
10,76,15,"Exótico","PALERMO",14,"no"
13,80,0,"Exótico","VELEZ SARSFIELD",10,"no"
15,73,0,"Exótico","MATADEROS",9,"no"
9,36,20,"Exótico","FLORES",7,"no"
9,30,0,"Exótico","VILLA DEVOTO",11,"no"
6,27,0,"Exótico","VILLA REAL",10,"no"
4,11,0,"No Determinado","SAAVEDRA",12,"no"
10,41,0,"Exótico","LINIERS",9,"no"
8,30,0,"Exótico","VERSALLES",10,"si"
11,35,0,"Exótico","PATERNAL",15,"no"
8,20,10,"Exótico","VILLA URQUIZA",12,"si"
5,51,0,"Nativo/Autóctono","PALERMO",14,"no"
11,67,0,"Exótico","VILLA LUGANO",8,"no"
10,85,30,"Exótico","VILLA DEVOTO",11,"no"
10,68,0,"Exótico","NUEVA POMPEYA",4,"si"
12,65,0,"Nativo/Autóctono","RECOLETA",2,"no"
4,24,0,"Exótico","VILLA LUGANO",8,"no"
6,22,0,"Exótico","VERSALLES",10,"no"
6,18,0,"Exótico","AGRONOMIA",15,"si"
2,8,0,"Exótico","VILLA GRAL. MITRE",11,"no"
5,18,22,"Exótico","VILLA SANTA RITA",11,"no"
8,36,0,"Exótico","VELEZ SARSFIELD",10,"si"
20,50,0,"Exótico","ALMAGRO",5,"no"
12,32,17,"Exótico","COLEGIALES",13,"si"
6,20,0,"Exótico","MATADEROS",9,"no"
3,12,0,"Exótico","NUÑEZ",13,"no"
12,65,0,"No Determinado","PARQUE CHAS",15,"no"
4,28,0,"Exótico","VILLA LUGANO",8,"no"
3,10,0,"Exótico","FLORES",7,"no"
8,24,0,"Exótico","PARQUE CHAS",15,"si"
3,35,0,"Exótico","CABALLITO",6,"no"
2,11,9,"Exótico","COGHLAN",12,"si"
5,12,11,"Exótico","FLORESTA",10,"no"
6,22,0,"Exótico","VILLA DEL PARQUE",11,"si"
12,57,0,"Exótico","BELGRANO",13,"no"
8,35,0,"Exótico","VILLA URQUIZA",12,"si"
11,65,0,"Exótico","VILLA DEVOTO",11,"no"
12,30,0,"Exótico","VILLA DEVOTO",11,"no"
7,20,12,"Exótico","BELGRANO",13,"si"
20,79,0,"Exótico","VILLA DEVOTO",11,"no"
8,31,0,"Exótico","VILLA URQUIZA",12,"no"
4,8,0,"Nativo/Autóctono","NUÑEZ",13,"no"
9,17,0,"Exótico","FLORES",7,"no"
5,16,0,"Exótico","VELEZ SARSFIELD",10,"no"
2,3,0,"Exótico","RECOLETA",2,"si"
6,25,0,"Exótico","VILLA REAL",10,"si"
3,14,0,"Exótico","VILLA LUGANO",8,"no"
8,31,0,"Exótico","VILLA DEVOTO",11,"si"
9,36,0,"Exótico","BARRACAS",4,"si"
21,50,0,"Nativo/Autóctono","PARQUE PATRICIOS",4,"no"
8,30,0,"Exótico","VELEZ SARSFIELD",10,"si"
3,7,7,"Exótico","NUEVA POMPEYA",4,"no"
8,18,0,"Exótico","SAAVEDRA",12,"si"
10,62,10,"Exótico","SAAVEDRA",12,"no"
5,12,22,"Exótico","VERSALLES",10,"no"
9,11,0,"Exótico","PALERMO",14,"si"
9,29,15,"Exótico","VILLA RIACHUELO",8,"si"
3,4,0,"Exótico","VILLA REAL",10,"no"
8,30,0,"Exótico","BOEDO",5,"si"
8,48,15,"Exótico","COLEGIALES",13,"si"
7,36,0,"Exótico","FLORES",7,"no"
6,44,0,"Exótico","PARQUE CHACABUCO",7,"si"
5,14,35,"Exótico","RECOLETA",2,"no"
8,12,0,"Exótico","ALMAGRO",5,"no"
14,60,0,"Exótico","BARRACAS",4,"no"
4,15,0,"Exótico","VELEZ SARSFIELD",10,"no"
7,24,0,"Exótico","VILLA ORTUZAR",15,"si"
8,20,0,"Exótico","COGHLAN",12,"no"
7,14,0,"Exótico","SAN CRISTOBAL",3,"si"
9,36,0,"Exótico","BOEDO",5,"si"
1,6,0,"Exótico","MATADEROS",9,"no"
7,15,0,"Exótico","VILLA DEL PARQUE",11,"no"
7,19,10,"Exótico","CABALLITO",6,"no"
5,27,0,"Nativo/Autóctono","MATADEROS",9,"no"
6,8,0,"Exótico","PALERMO",14,"no"
10,30,10,"Exótico","VILLA LURO",10,"no"
11,53,0,"Exótico","VELEZ SARSFIELD",10,"no"
7,26,0,"Exótico","VERSALLES",10,"si"
18,75,10,"Exótico","PALERMO",14,"no"
7,23,0,"Exótico","VILLA CRESPO",15,"si"
18,86,15,"Nativo/Autóctono","RETIRO",1,"no"
7,56,0,"Exótico","AGRONOMIA",15,"si"
7,64,10,"Nativo/Autóctono","VILLA PUEYRREDON",12,"no"
10,40,0,"Exótico","PARQUE CHACABUCO",7,"no"
7,23,0,"Exótico","VILLA CRESPO",15,"si"
6,18,15,"Exótico","VILLA LUGANO",8,"si"
7,36,0,"Exótico","PARQUE AVELLANEDA",9,"si"
8,35,0,"Exótico","MONTE CASTRO",10,"no"
15,82,0,"Exótico","VILLA GRAL. MITRE",11,"no"
16,38,0,"Exótico","RECOLETA",2,"no"
3,3,0,"Exótico","VILLA REAL",10,"si"
2,3,0,"No Determinado","ALMAGRO",5,"no"
8,20,0,"Nativo/Autóctono","VILLA PUEYRREDON",12,"no"
12,56,0,"Exótico","VILLA DEL PARQUE",11,"si"
9,46,0,"Exótico","MONSERRAT",1,"si"
13,16,0,"Exótico","PARQUE AVELLANEDA",9,"si"
14,55,0,"Exótico","ALMAGRO",5,"si"
13,28,5,"Exótico","ALMAGRO",5,"si"
4,9,0,"Exótico","AGRONOMIA",15,"no"
7,26,15,"Exótico","MONSERRAT",1,"si"
